municipio,NR_ZONA,NR_LOCAL_VOTACAO,local_votacao,endereco_local_votacao,regiao_estimada,votos_parceiro,secoes_com_voto,percentual_votos_parceiro,forca_reduto,ranking_local_parceiro
MACEIÓ,54,1724,ESCOLA MUNICIPAL GRACILIANO RAMOS,CJ VILLAGE CAMPESTRE CAMPESTRE I,NÃO INFORMADO,12,4,0.0409,BAIXA PRESENÇA,402
MARAGOGI,14,1074,ESCOLA MUNICIPAL ESPERIDIÃO FRANCISCO NOGUEIRA,RUA FLORIANO QUEIROZ COUTINHO S/N,NÃO INFORMADO,12,2,0.0409,BAIXA PRESENÇA,403
MARECHAL DEODORO,26,1325,CRECHE PROFESSORA TÂNIA CAVALCANTE,AV CATUÇABA SN,NÃO INFORMADO,12,8,0.0409,BAIXA PRESENÇA,404
PALMEIRA DOS ÍNDIOS,10,1082,GRUPO ESCOLAR MONSENHOR MACEDO,RUA 15 DE NOVEMBRO SN,NÃO INFORMADO,12,5,0.0409,BAIXA PRESENÇA,405
PORTO REAL DO COLÉGIO,37,1147,ESCOLA MUNICIPAL D. PEDRO II,"RUA BARAO DO RIO BRANCO, S/N",NÃO INFORMADO,12,3,0.0409,BAIXA PRESENÇA,406
PÃO DE AÇÚCAR,11,1147,COLÉGIO SÃO VICENTE,RUA PADRE JOSE PINTO 314,NÃO INFORMADO,12,7,0.0409,BAIXA PRESENÇA,407
PÃO DE AÇÚCAR,11,1201,ESCOLA ESTADUAL BRÁULIO CAVALCANTE,"RUA ALAMEDA DA ESPERANCA, S/N",NÃO INFORMADO,12,6,0.0409,BAIXA PRESENÇA,408
SÃO JOSÉ DA TAPERA,51,1023,ESCOLA DE 1º E 2º GRAUS JOÃO PAULO II,RUA PROFESSORA AGRIPINA DE MELO S/N,NÃO INFORMADO,12,8,0.0409,BAIXA PRESENÇA,409
UNIÃO DOS PALMARES,21,1988,ESCOLA MUNICIPAL JOÃO COSTA DE OLIVEIRA,"QUADRA P1, S/N",NÃO INFORMADO,12,7,0.0409,BAIXA PRESENÇA,410
ÁGUA BRANCA,39,1260,GINASIO MUNICIPAL DE ESPORTES,RUA CORONEL ULISSES LUNA S/N,NÃO INFORMADO,12,4,0.0409,BAIXA PRESENÇA,411
ARAPIRACA,55,1031,ESCOLA DE 1 E 2 GRAUS ROSA MISTICA,RUA ESTUDANTE JOSÉ DE OLIVEIRA LEITE S/N,NÃO INFORMADO,11,8,0.0375,BAIXA PRESENÇA,412
ARAPIRACA,55,1058,GRUPO ESCOLAR ADRIANO JORGE,AV. RIO BRANCO S/N,NÃO INFORMADO,11,6,0.0375,BAIXA PRESENÇA,413
ARAPIRACA,55,1171,ESCOLA DE 1 GRAU MANOEL LUCIO DA SILVA,RUA MANOEL LÚCIO S/N,NÃO INFORMADO,11,7,0.0375,BAIXA PRESENÇA,414
ATALAIA,6,1279,GRUPO ESCOLAR FORTUNATO BITTENCOURT,RUA FORTUNATO BITTENCOURT S/N,NÃO INFORMADO,11,6,0.0375,BAIXA PRESENÇA,415
CAJUEIRO,5,1074,ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL CASINHA DA CRIANCA CAJUEIRENSE,AV. 22 DE MAIO S/N,NÃO INFORMADO,11,3,0.0375,BAIXA PRESENÇA,416
CRAÍBAS,31,1023,ESCOLA ALICE RODRIGUES DA SILVA,"RUA SÃO PEDRO,49",NÃO INFORMADO,11,5,0.0375,BAIXA PRESENÇA,417
CRAÍBAS,31,1040,GRUPO ESCOLAR PEDRO RAMOS FRANCISCO,POVOADO FOLHA MIÚDA S/N,FOLHA MIUDA S,11,7,0.0375,BAIXA PRESENÇA,418
JAPARATINGA,14,1058,ESCOLA TANCREDO NEVES,POVOADO BOQUEIRÃO,BOQUEIRAO,11,3,0.0375,BAIXA PRESENÇA,419
JOAQUIM GOMES,53,1066,GINASIO DE ESPORTES DA ESCOLA MUNICIPAL MARIA DO CARMO OLIVEIRA MELO,RUA BENEDITA GERALDINA DA CONCEIÇÃO SN - LOT. JOSE BENTO(CASAL),NÃO INFORMADO,11,4,0.0375,BAIXA PRESENÇA,420
MACEIÓ,1,1228,ESCOLA SENADOR PETRONIO PORTELA,"RUA GOV. LAMENHA FILHO, S/N",NÃO INFORMADO,11,3,0.0375,BAIXA PRESENÇA,421
MACEIÓ,2,1112,ESCOLA ESTADUAL PROFESSORA MARIA JOSE CARRASCOSA,"PRACA SENHOR DO BONFIM, S/N",NÃO INFORMADO,11,5,0.0375,BAIXA PRESENÇA,422
MACEIÓ,2,1651,SECRETARIA DE ASSISTENCIA SOCIAL,RUA COMENDADOR CALACA 1339,NÃO INFORMADO,11,3,0.0375,BAIXA PRESENÇA,423
MACEIÓ,2,1775,COLÉGIO INTENSIVO,"LARGO DA VITÓRIA, 215",215,11,8,0.0375,BAIXA PRESENÇA,424
MACEIÓ,3,1554,SECRETARIA MUNICIPAL DE EDUCACAO,"RUA GENERAL HERMES, 1199",1199,11,6,0.0375,BAIXA PRESENÇA,425
MACEIÓ,3,2003,SEDE DO SOPÃO SOPROBEM,"RUA DR. OSWALDO CRUZ, S/N",NÃO INFORMADO,11,6,0.0375,BAIXA PRESENÇA,426
MACEIÓ,3,2011,CMEI SÔNIA CAVALCANTI,"RUA GENERAL HERMES, S/N, BOM PARTO (VIZ. À SEMED)",BOM PARTO (VIZ. A SEMED),11,4,0.0375,BAIXA PRESENÇA,427
MACEIÓ,54,1180,ESCOLA DE ENSINO FUNDAMENTAL SELMA BANDEIRA,"AV. DA PAZ, SN - CJ. SELMA BANDEIRA",- CJ. SELMA BANDEIRA,11,5,0.0375,BAIXA PRESENÇA,428
MACEIÓ,54,1503,ESCOLA DE ENSINO FUNDAMENTAL LUIZ PEDRO DA SILVA,"RUA DEPUTADO JOSÉ BERNARDES, 10",NÃO INFORMADO,11,4,0.0375,BAIXA PRESENÇA,429
MACEIÓ,54,1694,ESCOLA MUNICIPAL MARIA CECILIA PONTES CARNAÚBA,AV. GILBERTO SOARES PINTO,NÃO INFORMADO,11,4,0.0375,BAIXA PRESENÇA,430
OLHO D ÁGUA DO CASADO,40,1015,ESCOLA JOAO FRANCISCO SOARES,RUA JOAO FRANCISCO SOARES S/N,NÃO INFORMADO,11,4,0.0375,BAIXA PRESENÇA,431
PARIPUEIRA,17,1040,ESCOLA MUNICIPAL MARIA DAS GRAÇAS,"RUA PROJETADA, SN",NÃO INFORMADO,11,6,0.0375,BAIXA PRESENÇA,432
SÃO BRÁS,37,1066,GRUPO ESCOLAR SAMPAIO MARQUES,PRAÇA RUI BARBOSA,NÃO INFORMADO,11,4,0.0375,BAIXA PRESENÇA,433
SÃO MIGUEL DOS CAMPOS,18,1350,ESCOLA NOEMIA BASTOS,"AVENIDA VERA CRUZ, 111",111,11,5,0.0375,BAIXA PRESENÇA,434
SÃO MIGUEL DOS MILAGRES,12,1066,ESCOLA DE 1 GRAU PROF AFRÂNIO SALGADO LAGES,"AV. FRANCISCO LIMA, S/N",NÃO INFORMADO,11,5,0.0375,BAIXA PRESENÇA,435
SÃO SEBASTIÃO,49,1376,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA SENADOR GUILHERME PALMEIRA,RUA TANCREDO NEVES S/N,NÃO INFORMADO,11,4,0.0375,BAIXA PRESENÇA,436
ARAPIRACA,22,1325,GRUPO ESCOLAR JOÃO BATISTA PEREIRA,COHAB NOVA S/N,NÃO INFORMADO,10,5,0.0341,BAIXA PRESENÇA,437
ARAPIRACA,55,1015,GRUPO ESCOLAR TIBÚRCIO VALERIANO DA SILVA,RUA PRESIDENTE DUTRA S/N,NÃO INFORMADO,10,7,0.0341,BAIXA PRESENÇA,438
ARAPIRACA,55,1104,GRUPO ESCOLAR 31 DE MARÇO,RUA BRASILIA S/N,NÃO INFORMADO,10,7,0.0341,BAIXA PRESENÇA,439
ATALAIA,6,1252,COLÉGIO INOVAR,RUA MANOEL MEDEIROS SOBRINHO SN,NÃO INFORMADO,10,7,0.0341,BAIXA PRESENÇA,440
MACEIÓ,1,1520,CEAGB - ESCOLA ESTADUAL TEOTONIO VILELA,AV. FERNANDES LIMA S/N,NÃO INFORMADO,10,3,0.0341,BAIXA PRESENÇA,441
MACEIÓ,1,1686,SEST/SENAT,"RUA EDILSON LINS DE ARAUJO, 500",500,10,6,0.0341,BAIXA PRESENÇA,442
MACEIÓ,1,1996,COLEGIO VILA RICA,AV MENINO MARCELO 99 A,NÃO INFORMADO,10,4,0.0341,BAIXA PRESENÇA,443
MACEIÓ,1,2100,SEST/SENAT,"RUA EDILSON LINS DE ARAUJO, 500",500,10,4,0.0341,BAIXA PRESENÇA,444
MACEIÓ,2,1384,ESCOLA DE ENSINO FUNDAMENTAL ORLANDO ARAUJO,"RUA DR. JOSE SAMPAIO LUZ, S/N",NÃO INFORMADO,10,7,0.0341,BAIXA PRESENÇA,445
MACEIÓ,3,1180,ESCOLA ESTADUAL JOSÉ OLIVEIRA SILVA,"RUA JARDIM ESPERANCA, S/N",NÃO INFORMADO,10,4,0.0341,BAIXA PRESENÇA,446
MACEIÓ,3,1520,ESCOLA PROF. RANILSON FRANÇA,"RUA PROF MARIO BROAD, 36",NÃO INFORMADO,10,3,0.0341,BAIXA PRESENÇA,447
MACEIÓ,3,1546,ESCOLA EST. PROF. LUÍS CARLOS,"RUA CORONEL ADAUTO GOMES BARBOSA, S/N",NÃO INFORMADO,10,4,0.0341,BAIXA PRESENÇA,448
MACEIÓ,3,1597,ESCOLA DE ENS. FUND. HERMÍNIO CARDOSO,"RUA BARÃO DE JARAGUA, S/N",NÃO INFORMADO,10,3,0.0341,BAIXA PRESENÇA,449
MACEIÓ,3,1899,COLÉGIO LEONARDO DA VINCI  ( ANTIGO PRÍNCIPE DA PAZ),"RUA XAVIER DE BRITO, 891",891,10,4,0.0341,BAIXA PRESENÇA,450
MACEIÓ,54,1660,ESCOLA ESTADUAL MANOEL DE ARAUJO DORIA,"AV. SENADOR TEOTONIO VILELA - CJ HENRIQUE EQUELMAN, S/N",NÃO INFORMADO,10,4,0.0341,BAIXA PRESENÇA,451
MACEIÓ,54,1732,ESCOLA MUNICIPAL PADRE BRANDÃO LIMA -  ANTIGA UNIT,"AV CACHOEIRA DO MEIRIM, S/N",NÃO INFORMADO,10,5,0.0341,BAIXA PRESENÇA,452
PALMEIRA DOS ÍNDIOS,10,1287,ESCOLA ESTADUAL MANOEL PASSOS LIMA,"RUA GERVÁSIO MOREIRA, S/N",NÃO INFORMADO,10,4,0.0341,BAIXA PRESENÇA,453
PASSO DE CAMARAGIBE,12,1090,ESCOLA MUNICIPAL MANOEL GERONIMO DA SILVA,RUA SAO JOSE - BARRA DE CAMARAGIBE S/N,NÃO INFORMADO,10,4,0.0341,BAIXA PRESENÇA,454
PASSO DE CAMARAGIBE,12,1244,JARDIM DE INFANCIA LIMA JUNIOR,"PRACA NOSSA SENHORA DA CONCEICAO, S/N",NÃO INFORMADO,10,3,0.0341,BAIXA PRESENÇA,455
PENEDO,13,1066,GRUPO ESCOLAR ESTADUAL GABINO BESOURO,"AVENIDA NILO PECANHA, 182, PRÓXIMO AO TIRO DE GUERRA",PROXIMO AO TIRO DE GUERRA,10,4,0.0341,BAIXA PRESENÇA,456
PORTO CALVO,14,1309,EM DE ENSINO FUNDAMENTAL DE CANAÃ,LOTEAMENTO OSCAR CUNHA,NÃO INFORMADO,10,2,0.0341,BAIXA PRESENÇA,457
PORTO REAL DO COLÉGIO,37,1104,ESCOLA SAO SEBASTIAO,POVOADO FLEXEIRAS SN,FLEXEIRAS SN,10,2,0.0341,BAIXA PRESENÇA,458
SANTANA DO IPANEMA,19,1058,ESCOLA MUNICIPAL DE EDUCAÇÃO BASICA IRACEMA SALGUEIRO SILVA,"AVENIDA MARTINS VIEIRA, 360",360,10,6,0.0341,BAIXA PRESENÇA,459
SANTANA DO MUNDAÚ,21,1058,ESCOLA ESTADUAL MANOEL DE MATOS,"CONJUNTO RESIDENCIAL SANTANA DO MUNDAÚ, QUADRA 33, S/N",RESIDENCIAL SANTANA DO MUNDAU,10,6,0.0341,BAIXA PRESENÇA,460
SÃO JOSÉ DA LAJE,16,1139,CENTRO EDUCACIONAL MUNICIPAL MARIA DE LOURDES ROCHA,RUA VALDEMAR PONTES S/N,NÃO INFORMADO,10,5,0.0341,BAIXA PRESENÇA,461
UNIÃO DOS PALMARES,21,1155,GRUPO ESCOLAR DR JORGE DE LIMA,"RUA TAVARES BASTOS, SN",NÃO INFORMADO,10,5,0.0341,BAIXA PRESENÇA,462
UNIÃO DOS PALMARES,21,1236,EDUCANDARIO OLIMPYA AUGUSTA DOS SANTOS,"RUA CORONEL JOSE BEZERRA MONTENEGRO, 105",105,10,7,0.0341,BAIXA PRESENÇA,463
ÁGUA BRANCA,39,1228,ESCOLA MUNICIPAL MANOEL FREIRE DA SILVA,RUA CORONEL ULISSES LUNA - S/N,NÃO INFORMADO,10,4,0.0341,BAIXA PRESENÇA,464
ANADIA,48,1210,CRECHE DR. LUIZ FERREIRA DE SOUZA,RUA DR. QUINTELA CAVALCANTE,NÃO INFORMADO,9,3,0.0307,BAIXA PRESENÇA,465
ARAPIRACA,22,1317,ESCOLA DE 1 GRAU MANOEL ANDRÉ,AV.  JOSE LÚCIO DA SILVA S/N,NÃO INFORMADO,9,6,0.0307,BAIXA PRESENÇA,466
ARAPIRACA,55,1090,GRUPO ESCOLAR DJALMA MATHEUS SANTANA,RUA ROSENDO LIMA S/N,NÃO INFORMADO,9,5,0.0307,BAIXA PRESENÇA,467
ATALAIA,6,1414,CENTRO DE EDUCAÇÃO INFANTIL PROF. GÉLIO MALHEIROS DE MIRANDA CABRAL,"LOTEAMENTO JOSÉ PAULINO, S/N,",NÃO INFORMADO,9,5,0.0307,BAIXA PRESENÇA,468
COQUEIRO SECO,8,1031,ESC MUN PROF JOSE DE CARVALHO SOBRINHO,"RUA ROBSON DE ALMEIDA COUTINHO, S/N",NÃO INFORMADO,9,2,0.0307,BAIXA PRESENÇA,469
MACEIÓ,1,1791,ESCOLA MONTEIRO LOBATO,"RUA DO IPE ROXO, 277",277,9,5,0.0307,BAIXA PRESENÇA,470
MACEIÓ,1,2151,COLÉGIO OURO PRETO,"RUA PADRE CÍCERO, 3431",3431,9,3,0.0307,BAIXA PRESENÇA,471
MACEIÓ,2,1473,ESCOLA ESTADUAL ANA COELHO PALMEIRA,"CONJ. ALFREDO GASPAR DE MENDONCA, S/N",NÃO INFORMADO,9,3,0.0307,BAIXA PRESENÇA,472
MACEIÓ,3,1104,ESCOLA ESTADUAL PADRE CABRAL,"PRACA EDUARDO SANTOS, S/N",NÃO INFORMADO,9,6,0.0307,BAIXA PRESENÇA,473
MACEIÓ,3,1457,ESCOLA EST. DR. EDSON BERNARDES,"CONJ. JOAQUIM LEAO, S/N",NÃO INFORMADO,9,6,0.0307,BAIXA PRESENÇA,474
MARECHAL DEODORO,26,1155,ESCOLA MUNICIPAL PREFEITO MANOEL MESSIAS DOS SANTOS,RUA SALVADOR S/N LOT. LUAR DO FRANCÊS,LOT. LUAR DO FRANCES,9,6,0.0307,BAIXA PRESENÇA,475
MINADOR DO NEGRÃO,46,1058,ESCOLA DE 1 E 2 GRAU NOSSA SENHORA DAS GRACAS,RUA GRACILIANO RAMOS S/N,NÃO INFORMADO,9,5,0.0307,BAIXA PRESENÇA,476
PORTO REAL DO COLÉGIO,37,1180,ASSOCIAÇÃO DOS MORADORES DO POVOADO CARNAÍBAS,"POVOADO CARNAIBAS, S/N",CARNAIBAS,9,1,0.0307,BAIXA PRESENÇA,477
SANTANA DO IPANEMA,19,1163,GRUPO ESCOLAR PADRE FRANCISCO CORREIA,AV. DR. ARSÊNIO MOREIRA 278,NÃO INFORMADO,9,6,0.0307,BAIXA PRESENÇA,478
SÃO JOSÉ DA LAJE,16,1155,ESCOLA ESTADUAL PADRE TEOFANES AUGUSTO DE ARAUJO BARROS,"RUA ANTONIO MATEUS CORREIA, S/N",NÃO INFORMADO,9,5,0.0307,BAIXA PRESENÇA,479
UNIÃO DOS PALMARES,21,1260,ESCOLA DE ENSINO FUNDAMENTAL FERNANDO JUAZEIRO,AV. DR. HERMANO PLECH 488,NÃO INFORMADO,9,4,0.0307,BAIXA PRESENÇA,480
UNIÃO DOS PALMARES,21,1910,ESCOLA MUNICIPAL SALOMÉ DA ROCHA BARROS,"RUA LINDOLFO GOMES CABRAL, 590",590,9,5,0.0307,BAIXA PRESENÇA,481
UNIÃO DOS PALMARES,21,1970,ESCOLA MUNICIPAL LUIZA DE FRANCA,"RUA ALTO DO CRUZEIRO, S/N",NÃO INFORMADO,9,3,0.0307,BAIXA PRESENÇA,482
ÁGUA BRANCA,39,1031,ESCOLA ESTADUAL DOMINGOS MOEDA,RUA CORONEL ULISSES LUNA - NUMERO 04.,NÃO INFORMADO,9,5,0.0307,BAIXA PRESENÇA,483
ARAPIRACA,22,1694,ESCOLA DE ENSINO FUNDAMENTAL PONTES DE MIRANDA,RUA LINO ROBERTO,NÃO INFORMADO,8,6,0.0273,BAIXA PRESENÇA,484
ARAPIRACA,22,1708,ESCOLA DE ENSINO FUNDAMENTAL LOJA MAÇONICA,RUA JOSÉ CLOVIS R. DE BARROS,NÃO INFORMADO,8,6,0.0273,BAIXA PRESENÇA,485
ARAPIRACA,22,1724,ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS,RUA JOSÉ C. DE FARIAS,NÃO INFORMADO,8,5,0.0273,BAIXA PRESENÇA,486
ARAPIRACA,55,1139,GRUPO ESCOLAR CRISPINIANO DE BRITO,RUA MANOEL LEAL S/N,NÃO INFORMADO,8,3,0.0273,BAIXA PRESENÇA,487
BOCA DA MATA,48,1104,ESCOLA CENECISTA DE 1 E 2 GRAUS DR. JOAO EVANGELISTA TENORIO,"RUA CORONEL CORREIA LIMA, S/N",NÃO INFORMADO,8,5,0.0273,BAIXA PRESENÇA,488
BOCA DA MATA,48,1210,ESCOLA MUNICIPAL PROF.ª MARIA NEUZA DE AMORIM DÂMASO,"RUA CORONEL CORREIA LIMA, S/N",NÃO INFORMADO,8,5,0.0273,BAIXA PRESENÇA,489
CAPELA,6,1023,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA CICERO CABRAL TOLEDO,"AV ROBSON MEDEIROS DE MELO, 893",893,8,4,0.0273,BAIXA PRESENÇA,490
GIRAU DO PONCIANO,44,1040,ESCOLA DE 1 GRAU JOSE ENOQUE DE BARROS,POVOADO CANAFISTULA DO CIPRIANO SN,CANAFISTULA DO CIPRIANO SN,8,6,0.0273,BAIXA PRESENÇA,491
GIRAU DO PONCIANO,44,1279,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL PROF.ª LUCIENE JERÔNIMO DA ROCHA,"RUA FREI DAMIÃO, S/N",NÃO INFORMADO,8,5,0.0273,BAIXA PRESENÇA,492
IGREJA NOVA,37,1074,ESCOLA ESTADUAL PROFESSOR PEDRO REYS,AVENIDA 16 DE MAIO S/N,NÃO INFORMADO,8,7,0.0273,BAIXA PRESENÇA,493
MACEIÓ,1,1066,CENTRO FEDERAL DE EDUCACAO TECNOLOGICO - CEFET-MACEIO,"RUA BARAO DE ATALAIA, S/N",NÃO INFORMADO,8,4,0.0273,BAIXA PRESENÇA,494
MACEIÓ,1,1821,CEAGB - ESCOLA ESTADUAL MOREIRA E SILVA,"AV. FERNANDES LIMA, S/N",NÃO INFORMADO,8,3,0.0273,BAIXA PRESENÇA,495
MACEIÓ,2,1058,ESCOLA DE ENSINO FUNDAMENTAL FLORIANO PEIXOTO,"RUA DA IGREJA, S/N",NÃO INFORMADO,8,3,0.0273,BAIXA PRESENÇA,496
MACEIÓ,3,1236,ESCOLA MUNICIPAL TEREZA DE JESUS,"RUA SARGENTO JAIME, 75",NÃO INFORMADO,8,5,0.0273,BAIXA PRESENÇA,497
MACEIÓ,3,1333,ESCOLA DE ENS. FUND. RUI PALMEIRA,"AV MONTE CASTELO, S/N",NÃO INFORMADO,8,5,0.0273,BAIXA PRESENÇA,498
MACEIÓ,3,1562,ESCOLA DE ENS. FUND. LINDOLFO COLLOR,"AV GOVERNADOR THEOBALDO BARBOSA, S/N",NÃO INFORMADO,8,4,0.0273,BAIXA PRESENÇA,499
MACEIÓ,3,1830,ESCOLA MUN. SILVESTRE PÉRICLES,PRAÇA DR CAIO DE AGUIAR PORTO S/N - PONTAL DA BARRA,- PONTAL DA BARRA,8,5,0.0273,BAIXA PRESENÇA,500
MACEIÓ,3,1996,COLÉGIO SAGRADA FAMÍLIA-PRADO,"RUA PROFESSORA ZEZE LOUREIRO, 200",200,8,4,0.0273,BAIXA PRESENÇA,501
MINADOR DO NEGRÃO,46,1066,ESCOLA MUNICIPAL MENINO JESUS DE PRAGA,"RUA GRACILIANO RAMOS, 329",329,8,4,0.0273,BAIXA PRESENÇA,502
OLIVENÇA,19,1198,ESCOLA MUNICIPAL TEOTÔNIO VILELA,"RUA PADRE CÍCERO, S/N",NÃO INFORMADO,8,3,0.0273,BAIXA PRESENÇA,503
PALMEIRA DOS ÍNDIOS,10,1171,CENTRO DE ESTUDOS SUPLETIVO REMI MAIA,RUA FRANCISCO MOURA SN,NÃO INFORMADO,8,3,0.0273,BAIXA PRESENÇA,504
SÃO BRÁS,37,1058,ESCOLA MUNICIPAL VEREADOR ELPÍDIO CARDOSO,POVOADO TIBIRI,TIBIRI,8,3,0.0273,BAIXA PRESENÇA,505
SÃO BRÁS,37,1082,ESCOLA MUNICIPAL JOSE MEDEIROS,RUA VEREADOR ALFREDO SANTOS,NÃO INFORMADO,8,3,0.0273,BAIXA PRESENÇA,506
UNIÃO DOS PALMARES,21,1902,ESCOLA DE ENSINO FUNDAMENTAL FILOMENA MEDEIROS,"RUA EDGAR SARMENTO, 217",217,8,5,0.0273,BAIXA PRESENÇA,507
ÁGUA BRANCA,39,1015,COLEGIO CENECISTA/ COLÉGIO JOSÉ GOMES LIMA,RUA BARAO DE AGUA BRANCA - NUMERO 50,NÃO INFORMADO,8,6,0.0273,BAIXA PRESENÇA,508
ANADIA,48,1015,COLEGIO CENECISTA NOSSA SENHORA DA PIEDADE,AV. HERMES DA FONSECA MOTA S/N,NÃO INFORMADO,7,3,0.0239,BAIXA PRESENÇA,509
ANADIA,48,1252,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL IMACULADA CONCEIÇÃO,RUA JUVENIL CAETANO DE OLIVEIRA,NÃO INFORMADO,7,4,0.0239,BAIXA PRESENÇA,510
ARAPIRACA,22,1260,GRUPO ESCOLAR PEDRO CORREIA DAS GRAÇAS,RUA VICENTE NUNES S/N,NÃO INFORMADO,7,5,0.0239,BAIXA PRESENÇA,511
ARAPIRACA,22,1651,ESCOLA DE 1 GRAU ARTUR RAMOS,"RUA COSTA CAVALCANTE, S/N",NÃO INFORMADO,7,5,0.0239,BAIXA PRESENÇA,512
ARAPIRACA,55,1074,GRUPO ESCOLAR DOMINGOS LOPES,RUA VEREADOR DOMINGOS LOPES S/N,NÃO INFORMADO,7,5,0.0239,BAIXA PRESENÇA,513
ARAPIRACA,55,1155,ESCOLA DE 1 GRAU PARQUE LIONS,RUA GOV. AFRÂNIO LAGES S/N,NÃO INFORMADO,7,5,0.0239,BAIXA PRESENÇA,514
ARAPIRACA,55,1198,ESCOLA DE ENSINO FUNDAMENTAL MARIA DE NAZARÉ,"RUA CLAUDIO DE ALBUQUERQUE LIMA, N 2055, SÃO LUIZ",SAO LUIZ,7,6,0.0239,BAIXA PRESENÇA,515
GIRAU DO PONCIANO,44,1198,ESCOLA DE ENSINO FUNDAMENTAL PROFESSORA MARIA LEONISA SANTOS,RODOVIA AL 115,NÃO INFORMADO,7,5,0.0239,BAIXA PRESENÇA,516
GIRAU DO PONCIANO,44,1260,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL PROFESSOR JOSÉ ENOQUE DE BARROS,"AVENIDA TIRADENTES, S/N",NÃO INFORMADO,7,3,0.0239,BAIXA PRESENÇA,517
MACEIÓ,1,1856,CEAGB - ESCOLA ESTADUAL JOSE DA SILVA CAMERINO,"AV. FERNANDES LIMA, S/N",NÃO INFORMADO,7,3,0.0239,BAIXA PRESENÇA,518
MACEIÓ,1,1945,COLEGIO ELITE LOTEAMENTO MONTE BELLO,RUA MARIA RAMOS DE LIMA,NÃO INFORMADO,7,5,0.0239,BAIXA PRESENÇA,519
MACEIÓ,2,1538,EDUCANDÁRIO EUNICE WEAVER,"AV. GUSTAVO PAIVA, 2359",2359,7,4,0.0239,BAIXA PRESENÇA,520
MACEIÓ,2,1589,ESCOLA SANTA ROSA,"TRAV FIRMINO DE VASCONCELOS, 100",100,7,3,0.0239,BAIXA PRESENÇA,521
MACEIÓ,3,1317,ESC. DE ENSINO FUND. PROF. ANTÍDIO VIEIRA,"RUA DR PAULO NETO, S/N",NÃO INFORMADO,7,5,0.0239,BAIXA PRESENÇA,522
MACEIÓ,3,1341,ESCOLA ESTADUAL CAPITÃO ÁLVARO VICTOR,"PRACA DO CRUZEIRO, S/N",NÃO INFORMADO,7,6,0.0239,BAIXA PRESENÇA,523
MACEIÓ,33,1325,ESCOLA DE EDUCAÇÃO BÁSICA JOSÉ GONZAGA,"RUA 7 DE SETEMBRO, N 344",344,7,1,0.0239,BAIXA PRESENÇA,524
MACEIÓ,33,1341,COLEGIO ATHENEU,"ESTRADA DA CODEAL, 33",NÃO INFORMADO,7,4,0.0239,BAIXA PRESENÇA,525
PALMEIRA DOS ÍNDIOS,10,1015,GRUPO ESCOLAR ALMEIDA CAVALCANTE,RUA DUQUE DE CAXIAS SN,NÃO INFORMADO,7,4,0.0239,BAIXA PRESENÇA,526
PENEDO,13,1317,FACULDADE RAIMUNDO MARINHO DE PENEDO,"RUA 15 DE NOVEMBRO, FRM",FRM,7,4,0.0239,BAIXA PRESENÇA,527
PILAR,8,1104,CAIC - CENTRO DE ATENCAO INTEGRAL À CRIANCA E AO ADOLESCENTE,"RUA SENHOR DO BONFIM, S/N",NÃO INFORMADO,7,4,0.0239,BAIXA PRESENÇA,528
PÃO DE AÇÚCAR,11,1015,UNIDADE MUNICIPAL DE ENSINO MARIA TAVARES PINTO,"RUA CÔNEGO JASSON SOUTO, S/N",NÃO INFORMADO,7,5,0.0239,BAIXA PRESENÇA,529
SANTANA DO IPANEMA,19,1260,COLÉGIO ESTADUAL PROFESSOR MILENO FERREIRA DA SILVA,RUA GILMAR PEREIRA DE QUEIROZ 600,NÃO INFORMADO,7,6,0.0239,BAIXA PRESENÇA,530
SANTANA DO MUNDAÚ,21,1180,ESCOLA DE ENSINO FUNDAMENTAL MONSENHOR CLOVES DUARTE DE BARROS,RUA DR. MUNIZ FALCAO S/N,NÃO INFORMADO,7,4,0.0239,BAIXA PRESENÇA,531
SÃO JOSÉ DA LAJE,16,1228,POLO UAB,"AVENIDA ENÉAS MARINHO, S/N",NÃO INFORMADO,7,4,0.0239,BAIXA PRESENÇA,532
SÃO LUÍS DO QUITUNDE,17,1139,ESCOLA PROFA ADALGISA DA SILVA,"R. DR. JULIO DE MENDONÇA, SN, SÃO LUÍS DO QUITUNDE",SAO LUIS DO QUITUNDE,7,2,0.0239,BAIXA PRESENÇA,533
SÃO SEBASTIÃO,49,1317,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA DR. JAIME DALTAVILA,SITIO FLEXEIRAS S/N,FLEXEIRAS S,7,3,0.0239,BAIXA PRESENÇA,534
TRAIPU,20,1015,ESCOLA MUNICIPAL DE 1 GRAU FRANCISCO MANGABEIRA,PRACA AFONSO FREITAS MELRO SN,NÃO INFORMADO,7,4,0.0239,BAIXA PRESENÇA,535
