municipio;vereador;partido;ranking_reduto_geral;local_principal;endereco_local_principal;latitude;longitude;bairro;distrito;status_geocodificacao;votos_local_principal;votos_totais_vereador;percentual_local_principal;qtd_secoes_controladas;total_secoes_vereador;indice_reduto;classificacao_reduto
ARAPIRACA;APARECIDA MARIA MACHADO FERRO;REPUBLICANOS;491;ESCOLA PROFESSORA IZAURA ANTÔNIA LISBOA;RUA ANTÔNIO MARROQUIM S/N;-9.7479462;-36.6693345;Baixão;;ENCONTRADO;4;36;11.11;3;33;8.19;REDUTO BAIXO
MACEIO;EMILLY ALMEIDA CUNHA;CIDADANIA;492;COLÉGIO MARIA MONTESSORI;RUA PAPA JOÃO PAULO 30;;;;;NAO_ENCONTRADO;3;27;11.11;3;26;8.18;REDUTO BAIXO
ARAPIRACA;VALBERTSON DE BRITO LYRA SANTOS;REPUBLICANOS;493;COLÉGIO SÃO FRANCISCO DE ASSIS;RUA DOM FELÍCIO DE VASCONCELOS S/N;-9.7445436;-36.659204;Senador Teotônio Vilela;;ENCONTRADO;6;68;8.82;5;62;7.83;REDUTO BAIXO
MACEIO;FRANCISCO JOSÉ DA SILVA;REPUBLICANOS;494;ESCOLA SEB (ANTIGO COC);RUA SENADOR RUI PALMEIRA, 1200;-9.6579315;-35.7095681;Ponta Verde;;ENCONTRADO;10;170;5.88;8;134;7.59;REDUTO BAIXO
ARAPIRACA;WANESSA SANTOS NOBRE BARBOSA;SOLIDARIEDADE;495;COLÉGIO QUINTELA CAVALCANTE;AV. VENTURA DE FARIAS S/N;-9.7466266;-36.6673366;Eldorado;;ENCONTRADO;6;79;7.59;6;66;7.57;REDUTO BAIXO
ARAPIRACA;SELMA SILVA SANTOS;PMB;496;ESCOLA DE 1 GRAU ARTUR RAMOS;RUA COSTA CAVALCANTE, S/N;-9.7394987;-36.6757491;Cavaco;;ENCONTRADO;4;40;10.0;3;36;7.53;REDUTO BAIXO
ARAPIRACA;REGINALDO DE ALBUQUERQUE ROCHA;SOLIDARIEDADE;497;GRUPO ESCOLAR CRISPINIANO DE BRITO;RUA MANOEL LEAL S/N;-9.7587919;-36.6692525;Cacimbas;;ENCONTRADO;9;110;8.18;5;91;7.49;REDUTO BAIXO
MACEIO;LUZIENE DE OLIVEIRA SANTOS;REPUBLICANOS;498;COLÉGIO INTENSIVO;LARGO DA VITÓRIA, 215;;;;;NAO_ENCONTRADO;4;44;9.09;4;41;7.47;REDUTO BAIXO
MACEIO;NIVALDO MESSIAS DA SILVA JUNIOR;REPUBLICANOS;499;COLÉGIO DLINS;RUA PEDROSA, 225;-9.5765452;-35.7676922;Salvador Lyra;;ENCONTRADO;20;699;2.86;11;389;7.4;REDUTO BAIXO
MACEIO;JOSE LUIZ DA SILVA;CIDADANIA;500;ESCOLA ESTADUAL DEPUTADO NENOI PINTO;RUA MUNIZ FALCAO, S/N;-9.649823;-35.7216764;Jacintinho;;ENCONTRADO;5;56;8.93;4;51;7.39;REDUTO BAIXO
MACEIO;CÍCERO MATIAS DA SILVA;CIDADANIA;501;E.M. PROFESSOR CORINTHO DA PAZ;RUA 5-A, S/N - CJ. EUSTÁQUIO GOMES DE MELO;;;;;NAO_ENCONTRADO;2;19;10.53;2;18;7.32;REDUTO BAIXO
ARAPIRACA;ANDERSON MELO DOS SANTOS;CIDADANIA;502;ESCOLA DE 1 E 2 GRAUS ROSA MISTICA;RUA ESTUDANTE JOSÉ DE OLIVEIRA LEITE S/N;-9.7582024;-36.6551726;Ouro Preto;;ENCONTRADO;9;129;6.98;6;99;7.26;REDUTO BAIXO
ARAPIRACA;JOSE FERREIRA DA SILVA NETO;PSOL;503;ESCOLA AURINO MACIEL;RUA DOM FELÍCIO VASCONCELOS,S/N;-9.7453734;-36.6648859;Centro;;ENCONTRADO;4;43;9.3;3;38;7.11;REDUTO BAIXO
ARAPIRACA;ELITA MARIA DE OLIVEIRA;SOLIDARIEDADE;504;ESCOLA PEDRO SURUAGY;RUA NOSSA SENHORA DA SALETE S/N;-9.7509333;-36.6431771;Itapoã;;ENCONTRADO;6;72;8.33;4;68;7.04;REDUTO BAIXO
ARAPIRACA;CLEANE CAVALCANTE DOS SANTOS;PSDB;505;ANEXO ESCOLA JAYME DE ALTAVILLA;AV. MIGUEL CORREIA S/N;;;;;NAO_ENCONTRADO;2;20;10.0;2;19;7.01;REDUTO BAIXO
ARAPIRACA;JOZIANE DA SILVA SOUZA;SOLIDARIEDADE;506;ESCOLA DE 1 GRAU PARQUE LIONS;RUA GOV. AFRÂNIO LAGES S/N;;;;;NAO_ENCONTRADO;2;20;10.0;2;19;7.01;REDUTO BAIXO
MACEIO;RICARDO VITOR SIMÃO DA SILVA;REPUBLICANOS;507;ESCOLA MONTEIRO LOBATO;RUA DO IPÊ ROXO, 291;;;;;NAO_ENCONTRADO;8;105;7.62;4;92;6.65;REDUTO BAIXO
ARAPIRACA;REGINALDO DA SILVA FILHO;SOLIDARIEDADE;508;ESCOLA DE 1 E 2 GRAUS SENADOR RUI PALMEIRA;RUA MANOEL NUNES NETO S/N;-9.7414437;-36.6642875;Capiatá;;ENCONTRADO;6;87;6.9;4;71;6.19;REDUTO BAIXO
ARAPIRACA;CARLOS SANDRO FERREIRA FREIRE;SOLIDARIEDADE;509;CENTRO DE EDUCAÇÃO INFANTIL MARIA DE LOURDES PEREIRA CAVALCANTE;RUA OSMAN CAVALCANTE, S/N;;;;;NAO_ENCONTRADO;13;189;6.88;3;136;5.8;REDUTO BAIXO
MACEIO;ÉRICA MARIA GONZAGA SANTOS;UP;510;COLÉGIO CONTATO;RUA PROF. SILVIO DE MACEDO, 125;-9.6461711;-35.7034641;Jatiúca;;ENCONTRADO;12;295;4.07;6;217;5.56;REDUTO BAIXO
MACEIO;LUIZ CARLOS DOS SANTOS;REPUBLICANOS;511;E.M. TRADUTOR JOÃO SAMPAIO;PRAÇA CENTRAL, S/N, CONJ. JOÃO SAMPAIO I;;;;;NAO_ENCONTRADO;60;2680;2.24;6;457;5.21;REDUTO BAIXO
MACEIO;THAIS ORADIA FERREIRA DE OLIVEIRA CAETANO;REPUBLICANOS;512;E.E. DRA. MARIA JOSE DE MELO (CAIC-B. BENTES);RUA BELO HORIZONTE, S/N;-9.5521408;-35.7303393;Benedito Bentes;;ENCONTRADO;5;125;4.0;5;100;4.92;REDUTO BAIXO
MACEIO;ANA CLAUDIA BEZERRA;REPUBLICANOS;513;COLÉGIO TIRADENTES;AV. ROBERTO PONTES LIMA, 208,;-9.6734939;-35.7544376;Trapiche da Barra;;ENCONTRADO;8;211;3.79;5;165;4.84;REDUTO BAIXO
MACEIO;FÁTIMA CRISTINA DA RESSURREIÇÃO ROMAR;CIDADANIA;514;ESC. MUN. DR. ORLANDO ARAÚJO;RUA DR. JOSE SAMPAIO LUZ, S/N;;;;;NAO_ENCONTRADO;10;278;3.6;5;192;4.76;REDUTO BAIXO
MACEIO;VALDEMIR TAVARES DA SILVA;CIDADANIA;515;COLÉGIO SANTÍSSIMO SENHOR;LOTEAMENTO BRISA DA SERRARIA, 302 - CONJ. JOSÉ TENÓRIO;;;;;NAO_ENCONTRADO;7;201;3.48;5;159;4.64;REDUTO BAIXO
MACEIO;PAULO ALBUQUERQUE SILVA;CIDADANIA;516;E.E. ALFREDO GASPAR DE MENDONCA;CONJ. EUSTAQUIO GOMES DE MELO, S/N;;;;;NAO_ENCONTRADO;5;143;3.5;5;122;4.62;REDUTO BAIXO
MACEIO;JULIANA MARIA TEOBALDO DE ALMEIDA;REPUBLICANOS;517;ESC. EST. DR. JOSÉ MARIA CORREIA DAS NEVES;RUA AGNELO BARBOSA, S/N;-9.6655078;-35.7494235;Prado;;ENCONTRADO;6;191;3.14;5;150;4.42;REDUTO BAIXO
