chave_local,municipio,local,endereco,estrategia,consulta,status
ARAPIRACA|ESCOLA DE 1 GRAU PARQUE LIONS|RUA GOV. AFRANIO LAGES S/N,ARAPIRACA,ESCOLA DE 1 GRAU PARQUE LIONS,RUA GOV. AFRANIO LAGES S/N,PHOTON_LOCAL_SIMPLIFICADO,"ESCOLA DE 1 GRAU PARQUE LIONS, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|ESCOLA DE 1 GRAU PARQUE LIONS|RUA GOV. AFRANIO LAGES S/N,ARAPIRACA,ESCOLA DE 1 GRAU PARQUE LIONS,RUA GOV. AFRANIO LAGES S/N,PHOTON_ENDERECO_MUNICIPIO,"RUA GOV. AFRANIO LAGES, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|GRUPO ESCOLAR JOSE PEREIRA LUCIO|POVOADO BANANEIRAS S/N,ARAPIRACA,GRUPO ESCOLAR JOSE PEREIRA LUCIO,POVOADO BANANEIRAS S/N,OSM_COMPLETA,"GRUPO ESCOLAR JOSE PEREIRA LUCIO, POVOADO BANANEIRAS S/N, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|GRUPO ESCOLAR JOSE PEREIRA LUCIO|POVOADO BANANEIRAS S/N,ARAPIRACA,GRUPO ESCOLAR JOSE PEREIRA LUCIO,POVOADO BANANEIRAS S/N,OSM_COMPLETA_SEM_SN,"GRUPO ESCOLAR JOSE PEREIRA LUCIO, POVOADO BANANEIRAS, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|GRUPO ESCOLAR JOSE PEREIRA LUCIO|POVOADO BANANEIRAS S/N,ARAPIRACA,GRUPO ESCOLAR JOSE PEREIRA LUCIO,POVOADO BANANEIRAS S/N,OSM_LOCAL_MUNICIPIO,"GRUPO ESCOLAR JOSE PEREIRA LUCIO, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|GRUPO ESCOLAR JOSE PEREIRA LUCIO|POVOADO BANANEIRAS S/N,ARAPIRACA,GRUPO ESCOLAR JOSE PEREIRA LUCIO,POVOADO BANANEIRAS S/N,OSM_LOCAL_SIMPLIFICADO,"JOSE PEREIRA LUCIO, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|GRUPO ESCOLAR JOSE PEREIRA LUCIO|POVOADO BANANEIRAS S/N,ARAPIRACA,GRUPO ESCOLAR JOSE PEREIRA LUCIO,POVOADO BANANEIRAS S/N,OSM_ENDERECO_MUNICIPIO,"POVOADO BANANEIRAS, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|GRUPO ESCOLAR JOSE PEREIRA LUCIO|POVOADO BANANEIRAS S/N,ARAPIRACA,GRUPO ESCOLAR JOSE PEREIRA LUCIO,POVOADO BANANEIRAS S/N,PHOTON_LOCAL_MUNICIPIO,"GRUPO ESCOLAR JOSE PEREIRA LUCIO, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|GRUPO ESCOLAR JOSE PEREIRA LUCIO|POVOADO BANANEIRAS S/N,ARAPIRACA,GRUPO ESCOLAR JOSE PEREIRA LUCIO,POVOADO BANANEIRAS S/N,PHOTON_LOCAL_SIMPLIFICADO,"JOSE PEREIRA LUCIO, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|GRUPO ESCOLAR JOSE PEREIRA LUCIO|POVOADO BANANEIRAS S/N,ARAPIRACA,GRUPO ESCOLAR JOSE PEREIRA LUCIO,POVOADO BANANEIRAS S/N,PHOTON_ENDERECO_MUNICIPIO,"POVOADO BANANEIRAS, ARAPIRACA, Alagoas, Brasil",HTTP_400
